"Órgão (Cod)";"Órgão";"UO (Cod)";"UO";"Função (Cod)";"Função";"Subfunção (Cod)";"Subfunção";"GND (Cod)";"GND";"Autorizado";"Pago";"RP Pago"
"34000";"MINISTERIO PUBLICO DA UNIAO";"34101";"MINISTÉRIO PÚBLICO FEDERAL";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26239";"UNIVERSIDADE FEDERAL DO PARÁ";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"3";"OUTRAS DESPESAS CORRENTES";"3027528";"3027527.93";"0"
"25000";"MINISTERIO DA FAZENDA";"25208";"SUPERINTENDÊNCIA DE SEGUROS PRIVADOS";"04";"ADMINISTRACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"802000";"768518.57";"9600.41"
"56000";"MINISTERIO DAS CIDADES";"56902";"FUNDO NACIONAL DE HABITAÇÃO DE INTERESSE SOCIAL - FNHIS";"15";"URBANISMO";"451";"INFRA-ESTRUTURA URBANA";"4";"INVESTIMENTOS";"0";"0";"265821.68"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24209";"CENTRO NACIONAL DE TECNOLOGIA ELETRÔNICA AVANÇADA - S.A. - CEITEC";"19";"CIENCIA E TECNOLOGIA";"662";"PRODUCAO INDUSTRIAL";"4";"INVESTIMENTOS";"42414016";"9173708.22";"0"
"15000";"JUSTICA DO TRABALHO";"15114";"TRIBUNAL REGIONAL DO TRABALHO DA 13A. REGIÃO - PARAÍBA";"02";"JUDICIARIA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"9123340";"9121496.31";"85.92"
"22000";"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO";"22202";"EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA - EMBRAPA";"20";"AGRICULTURA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"560000";"510294.48";"15429.92"
"30000";"MINISTERIO DA JUSTICA";"30202";"FUNDAÇÃO NACIONAL DO ÍNDIO - FUNAI";"14";"DIREITOS DA CIDADANIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"840000";"823706.55";"0"
"42000";"MINISTERIO DA CULTURA";"42101";"MINISTÉRIO DA CULTURA";"13";"CULTURA";"691";"PROMOCAO COMERCIAL";"3";"OUTRAS DESPESAS CORRENTES";"17132000";"1194351.3";"1381690"
"15000";"JUSTICA DO TRABALHO";"15109";"TRIBUNAL REGIONAL DO TRABALHO DA 8A. REGIÃO - PARÁ/AMAPÁ";"02";"JUDICIARIA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"2582670";"1573832.6";"214915.97"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24204";"COMISSÃO NACIONAL DE ENERGIA NUCLEAR";"19";"CIENCIA E TECNOLOGIA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"8870000";"8788052.62";"0"
"47000";"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO";"47205";"FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"5";"INVERSOES FINANCEIRAS";"3333";"0";"0"
"30000";"MINISTERIO DA JUSTICA";"30103";"ARQUIVO NACIONAL";"04";"ADMINISTRACAO";"391";"PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO";"4";"INVESTIMENTOS";"514302";"0";"294484.76"
"26000";"MINISTERIO DA EDUCACAO";"26413";"INSTITUTO FEDERAL DO TRIANGULO MINEIRO";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"108000";"100232.18";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53201";"COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF";"04";"ADMINISTRACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"5709693";"4708232.13";"645770.49"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53201";"COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF";"20";"AGRICULTURA";"606";"EXTENSAO RURAL";"4";"INVESTIMENTOS";"0";"0";"1544031.24"
"26000";"MINISTERIO DA EDUCACAO";"26430";"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"120130";"110823.45";"0"
"42000";"MINISTERIO DA CULTURA";"42201";"FUNDAÇÃO CASA DE RUI BARBOSA";"13";"CULTURA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"268013";"229121";"0"
"52000";"MINISTERIO DA DEFESA";"52131";"COMANDO DA MARINHA";"05";"DEFESA NACIONAL";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"14533845";"14358223.03";"283436.79"
"22000";"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO";"22202";"EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA - EMBRAPA";"20";"AGRICULTURA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"3110400";"1624754.52";"549355.41"
"14000";"JUSTICA ELEITORAL";"14125";"TRIBUNAL REGIONAL ELEITORAL DE SERGIPE";"02";"JUDICIARIA";"131";"COMUNICACAO SOCIAL";"3";"OUTRAS DESPESAS CORRENTES";"50500";"31400";"9541.68"
"20000";"PRESIDENCIA DA REPUBLICA";"20204";"INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO - ITI";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"8741460";"7971969.73";"761349.14"
"26000";"MINISTERIO DA EDUCACAO";"26350";"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"141422";"135094.4";"0"
"49000";"MINISTERIO DO DESENVOLVIMENTO AGRARIO";"49201";"INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA - INCRA";"21";"ORGANIZACAO AGRARIA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"21000000";"20433578.11";"0"
"26000";"MINISTERIO DA EDUCACAO";"26261";"UNIVERSIDADE FEDERAL DE ITAJUBÁ";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"22100998";"21822033.33";"0"
"26000";"MINISTERIO DA EDUCACAO";"26272";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"41000";"38031.9";"0"
"26000";"MINISTERIO DA EDUCACAO";"26401";"HOSPITAL UNIVERSITÁRIO MARIA PEDROSSIAN";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"108000";"98212.8";"0"
"26000";"MINISTERIO DA EDUCACAO";"26444";"HOSPITAL E MATERNIDADE VICTOR FERREIRA DO AMARAL";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"649999";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26403";"INSTITUTO FEDERAL DO AMAZONAS";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"18319999";"18202790.81";"610000"
"20000";"PRESIDENCIA DA REPUBLICA";"20415";"EMPRESA BRASIL DE COMUNICAÇÃO S.A. - EBC";"04";"ADMINISTRACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"13261200";"11769175.81";"0"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24204";"COMISSÃO NACIONAL DE ENERGIA NUCLEAR";"19";"CIENCIA E TECNOLOGIA";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"189960";"182798.64";"0"
"14000";"JUSTICA ELEITORAL";"14101";"TRIBUNAL SUPERIOR ELEITORAL";"02";"JUDICIARIA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"1475000";"1371752.31";"19774.86"
"52000";"MINISTERIO DA DEFESA";"52101";"MINISTÉRIO DA DEFESA";"05";"DEFESA NACIONAL";"121";"PLANEJAMENTO E ORCAMENTO";"4";"INVESTIMENTOS";"553334";"116860";"0"
"20000";"PRESIDENCIA DA REPUBLICA";"20118";"AGÊNCIA BRASILEIRA DE INTELIGÊNCIA - ABIN";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"4390000";"449318.33";"1635580.73"
"42000";"MINISTERIO DA CULTURA";"42902";"FUNDO NACIONAL DE CULTURA";"13";"CULTURA";"391";"PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO";"4";"INVESTIMENTOS";"9016667";"0";"455988.36"
"42000";"MINISTERIO DA CULTURA";"42101";"MINISTÉRIO DA CULTURA";"13";"CULTURA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"2990000";"2860984.31";"0"
"15000";"JUSTICA DO TRABALHO";"15101";"TRIBUNAL SUPERIOR DO TRABALHO";"02";"JUDICIARIA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"20529587";"20526746.37";"0"
"42000";"MINISTERIO DA CULTURA";"42203";"FUNDAÇÃO CULTURAL PALMARES";"13";"CULTURA";"391";"PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO";"4";"INVESTIMENTOS";"500000";"0";"76360"
"15000";"JUSTICA DO TRABALHO";"15123";"TRIBUNAL REGIONAL DO TRABALHO DA 22A. REGIÃO - PIAUÍ";"02";"JUDICIARIA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1178400";"982085.5";"86565.03"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24201";"CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO";"19";"CIENCIA E TECNOLOGIA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1605550";"1473319.04";"0"
"32000";"MINISTERIO DE MINAS E ENERGIA";"32266";"AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL";"25";"ENERGIA";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"36380953";"24168320.47";"5035794.49"
"34000";"MINISTERIO PUBLICO DA UNIAO";"34101";"MINISTÉRIO PÚBLICO FEDERAL";"03";"ESSENCIAL A JUSTICA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"22084608";"21926234.17";"680490.49"
"30000";"MINISTERIO DA JUSTICA";"30202";"FUNDAÇÃO NACIONAL DO ÍNDIO - FUNAI";"14";"DIREITOS DA CIDADANIA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"1340000";"525435.82";"63786"
"26000";"MINISTERIO DA EDUCACAO";"26240";"UNIVERSIDADE FEDERAL DA PARAÍBA";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"3425037";"3253517.22";"0"
"26000";"MINISTERIO DA EDUCACAO";"26398";"HOSPITAL DAS CLÍNICAS DA FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"3";"OUTRAS DESPESAS CORRENTES";"285788";"274913.54";"0"
"39000";"MINISTERIO DOS TRANSPORTES";"39253";"EMPRESA DE TRANSPORTE FERROVIÁRIO DE ALTA VELOCIDADE S.A. - ETAV";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"1000";"0";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53202";"SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA";"20";"AGRICULTURA";"602";"PROMOCAO DA PRODUCAO ANIMAL";"4";"INVESTIMENTOS";"90000";"0";"0"
"14000";"JUSTICA ELEITORAL";"14125";"TRIBUNAL REGIONAL ELEITORAL DE SERGIPE";"02";"JUDICIARIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"70080";"63625.57";"0"
"14000";"JUSTICA ELEITORAL";"14107";"TRIBUNAL REGIONAL ELEITORAL DO DISTRITO FEDERAL";"02";"JUDICIARIA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"390000";"276287.05";"29779.08"
"42000";"MINISTERIO DA CULTURA";"42205";"FUNDAÇÃO NACIONAL DE ARTES";"13";"CULTURA";"122";"ADMINISTRACAO GERAL";"4";"INVESTIMENTOS";"385333";"112913.97";"26454.84"
"20000";"PRESIDENCIA DA REPUBLICA";"20415";"EMPRESA BRASIL DE COMUNICAÇÃO S.A. - EBC";"24";"COMUNICACOES";"722";"TELECOMUNICACOES";"4";"INVESTIMENTOS";"19000002";"0";"0"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24204";"COMISSÃO NACIONAL DE ENERGIA NUCLEAR";"19";"CIENCIA E TECNOLOGIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"5355000";"4953952.46";"66888.64"
"14000";"JUSTICA ELEITORAL";"14114";"TRIBUNAL REGIONAL ELEITORAL DO PARÁ";"02";"JUDICIARIA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"2908599";"2780876.73";"28171.55"
"26000";"MINISTERIO DA EDUCACAO";"26444";"HOSPITAL E MATERNIDADE VICTOR FERREIRA DO AMARAL";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"12000";"1397.25";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53204";"DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS - DNOCS";"18";"GESTAO AMBIENTAL";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"150000";"0";"0"
"12000";"JUSTICA FEDERAL";"12101";"JUSTIÇA FEDERAL DE PRIMEIRO GRAU";"02";"JUDICIARIA";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"4400";"3502.81";"107877.75"
"26000";"MINISTERIO DA EDUCACAO";"26424";"INSTITUTO FEDERAL DO TOCANTINS";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"481298";"364975.59";"0"
"15000";"JUSTICA DO TRABALHO";"15107";"TRIBUNAL REGIONAL DO TRABALHO DA 6A. REGIÃO - PERNAMBUCO";"02";"JUDICIARIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"441406";"426563.96";"0"
"39000";"MINISTERIO DOS TRANSPORTES";"39207";"VALEC - ENGENHARIA, CONSTRUÇÕES E FERROVIAS S.A.";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"5500000";"2527429.22";"0"
"47000";"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO";"47210";"FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"9117713";"8522573.95";"287165.95"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53202";"SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA";"22";"INDUSTRIA";"333";"EMPREGABILIDADE";"3";"OUTRAS DESPESAS CORRENTES";"1296914";"0";"0"
"52000";"MINISTERIO DA DEFESA";"52232";"CAIXA DE CONSTRUÇÕES DE CASAS PARA O PESSOAL DA MARINHA - CCCPM";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"956735";"843414.8";"0"
"26000";"MINISTERIO DA EDUCACAO";"26369";"HOSPITAL UNIVERSITÁRIO JOÃO DE BARROS BARRETO";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"72000";"54111.97";"0"
"42000";"MINISTERIO DA CULTURA";"42101";"MINISTÉRIO DA CULTURA";"13";"CULTURA";"121";"PLANEJAMENTO E ORCAMENTO";"3";"OUTRAS DESPESAS CORRENTES";"1000000";"3905";"0"
"39000";"MINISTERIO DOS TRANSPORTES";"39253";"EMPRESA DE TRANSPORTE FERROVIÁRIO DE ALTA VELOCIDADE S.A. - ETAV";"26";"TRANSPORTE";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"160740";"3153.91";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53202";"SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA";"04";"ADMINISTRACAO";"845";"TRANSFERENCIAS";"4";"INVESTIMENTOS";"0";"0";"14935.77"
"02000";"SENADO FEDERAL";"02104";"SECRETARIA ESPEC. DE EDITORACAO E PUBLICACAO";"01";"LEGISLATIVA";"031";"ACAO LEGISLATIVA";"4";"INVESTIMENTOS";"0";"0";"0"
"74000";"OPERACOES OFICIAIS DE CREDITO";"74101";"RECURSOS SOB A SUPERVISÃO DA SECRETARIA DO TESOURO NACIONAL - MINISTÉRIO DA FAZENDA";"22";"INDUSTRIA";"693";"COMERCIO EXTERIOR";"3";"OUTRAS DESPESAS CORRENTES";"14010000";"6806617.27";"50504602.37"
"14000";"JUSTICA ELEITORAL";"14126";"TRIBUNAL REGIONAL ELEITORAL DE TOCANTINS";"02";"JUDICIARIA";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1138368";"1085233.04";"7911.82"
"26000";"MINISTERIO DA EDUCACAO";"26421";"INSTITUTO FEDERAL DE RONDÔNIA";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"86684";"80784.22";"0"
"28000";"MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR";"28203";"INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL - INPI";"22";"INDUSTRIA";"664";"PROPRIEDADE INDUSTRIAL";"3";"OUTRAS DESPESAS CORRENTES";"18791973";"13806782.98";"547151.9"
"12000";"JUSTICA FEDERAL";"12104";"TRIBUNAL REGIONAL FEDERAL DA 3A. REGIÃO";"02";"JUDICIARIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"981016";"841300.36";"3922.8"
"25000";"MINISTERIO DA FAZENDA";"25101";"MINISTÉRIO DA FAZENDA";"04";"ADMINISTRACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"3620000";"3586790.56";"0"
"41000";"MINISTERIO DAS COMUNICACOES";"41101";"MINISTÉRIO DAS COMUNICAÇÕES";"09";"PREVIDENCIA SOCIAL";"272";"PREVIDENCIA DO REGIME ESTATUTARIO";"1";"PESSOAL E ENCARGOS SOCIAIS";"957272000";"953863930.86";"2756048.55"
"12000";"JUSTICA FEDERAL";"12104";"TRIBUNAL REGIONAL FEDERAL DA 3A. REGIÃO";"02";"JUDICIARIA";"061";"ACAO JUDICIARIA";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"0";"1145847.96"
"26000";"MINISTERIO DA EDUCACAO";"26253";"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"72000";"69111.9";"0"
"36000";"MINISTERIO DA SAUDE";"36211";"FUNDAÇÃO NACIONAL DE SAÚDE";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"1018778058";"1007462723.73";"0"
"12000";"JUSTICA FEDERAL";"12102";"TRIBUNAL REGIONAL FEDERAL DA 1A. REGIÃO";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"1043556";"135906.28";"544145.37"
"26000";"MINISTERIO DA EDUCACAO";"26201";"COLÉGIO PEDRO II";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"5147411";"4354622.3";"0"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24101";"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"19";"CIENCIA E TECNOLOGIA";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"14020000";"13901156.89";"0"
"26000";"MINISTERIO DA EDUCACAO";"26402";"INSTITUTO FEDERAL DE ALAGOAS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"56105";"0";"0"
"28000";"MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR";"28203";"INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL - INPI";"22";"INDUSTRIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"840000";"812592.16";"0"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53101";"MINISTÉRIO DA INTEGRAÇÃO NACIONAL";"04";"ADMINISTRACAO";"121";"PLANEJAMENTO E ORCAMENTO";"3";"OUTRAS DESPESAS CORRENTES";"365000";"365000";"170511.5"
"53000";"MINISTERIO DA INTEGRACAO NACIONAL";"53202";"SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA";"04";"ADMINISTRACAO";"127";"ORDENAMENTO TERRITORIAL";"4";"INVESTIMENTOS";"200000";"0";"0"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24101";"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"19";"CIENCIA E TECNOLOGIA";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"372000";"352130";"0"
"30000";"MINISTERIO DA JUSTICA";"30103";"ARQUIVO NACIONAL";"04";"ADMINISTRACAO";"422";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS";"3";"OUTRAS DESPESAS CORRENTES";"683730";"623982.28";"0"
"15000";"JUSTICA DO TRABALHO";"15122";"TRIBUNAL REGIONAL DO TRABALHO DA 21A. REGIÃO - RIO GRANDE DO NORTE";"02";"JUDICIARIA";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"480000";"452373.65";"6269.99"
"44000";"MINISTERIO DO MEIO AMBIENTE";"44201";"INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS - IBAMA";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"3";"OUTRAS DESPESAS CORRENTES";"679632";"679628.78";"0"
"52000";"MINISTERIO DA DEFESA";"52101";"MINISTÉRIO DA DEFESA";"05";"DEFESA NACIONAL";"152";"DEFESA NAVAL";"4";"INVESTIMENTOS";"0";"0";"185573.3"
"44000";"MINISTERIO DO MEIO AMBIENTE";"44206";"INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO - JBRJ";"18";"GESTAO AMBIENTAL";"571";"DESENVOLVIMENTO CIENTIFICO";"3";"OUTRAS DESPESAS CORRENTES";"596670";"236575.07";"392751.37"
"26000";"MINISTERIO DA EDUCACAO";"26411";"INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"53908";"49802";"0"
"26000";"MINISTERIO DA EDUCACAO";"26264";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"120847";"113754.3";"0"
"34000";"MINISTERIO PUBLICO DA UNIAO";"34101";"MINISTÉRIO PÚBLICO FEDERAL";"03";"ESSENCIAL A JUSTICA";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"14477504";"14447819.98";"181792.08"
"15000";"JUSTICA DO TRABALHO";"15112";"TRIBUNAL REGIONAL DO TRABALHO DA 11A. REGIÃO - AMAZONAS/RORAIMA";"02";"JUDICIARIA";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"1020001";"1019322.42";"0"
"26000";"MINISTERIO DA EDUCACAO";"26419";"INSTITUTO FEDERAL DO RIO GRANDE DO SUL";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"20920";"18709.1";"0"
"13000";"JUSTICA MILITAR DA UNIAO";"13101";"JUSTIÇA MILITAR DA UNIÃO";"02";"JUDICIARIA";"301";"ATENCAO BASICA";"4";"INVESTIMENTOS";"45000";"11412.57";"2549.96"
"15000";"JUSTICA DO TRABALHO";"15112";"TRIBUNAL REGIONAL DO TRABALHO DA 11A. REGIÃO - AMAZONAS/RORAIMA";"02";"JUDICIARIA";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"37216";"35723.45";"0"
"26000";"MINISTERIO DA EDUCACAO";"26275";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"3";"OUTRAS DESPESAS CORRENTES";"17500";"17500";"0"
"15000";"JUSTICA DO TRABALHO";"15105";"TRIBUNAL REGIONAL DO TRABALHO DA 4A. REGIÃO - RIO GRANDE DO SUL";"02";"JUDICIARIA";"061";"ACAO JUDICIARIA";"4";"INVESTIMENTOS";"15027167";"4566476.15";"4585796.88"
"42000";"MINISTERIO DA CULTURA";"42202";"FUNDAÇÃO BIBLIOTECA NACIONAL - BN";"28";"ENCARGOS ESPECIAIS";"846";"OUTROS ENCARGOS ESPECIAIS";"1";"PESSOAL E ENCARGOS SOCIAIS";"1229242";"1045835.77";"0"
