"Órgão (Cod)";"Órgão";"UO (Cod)";"UO";"Função (Cod)";"Função";"Subfunção (Cod)";"Subfunção";"GND (Cod)";"GND";"Autorizado";"Pago";"RP Pago"
"14000";"JUSTICA ELEITORAL";"14117";"TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"114168239";"112060860.54";"1003829.78"
"24000";"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO";"24207";"NUCLEBRÁS EQUIPAMENTOS PESADOS S.A. - NUCLEP";"19";"CIENCIA E TECNOLOGIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"157333768";"155355069.44";"355265.18"
"30000";"MINISTERIO DA JUSTICA";"30101";"MINISTÉRIO DA JUSTIÇA";"14";"DIREITOS DA CIDADANIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"25045146";"24083439.92";"2696.4"
"20000";"PRESIDENCIA DA REPUBLICA";"20126";"SECRETARIA DE POLÍTICAS DE PROMOÇÃO DA IGUALDADE RACIAL";"14";"DIREITOS DA CIDADANIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"5454189";"5139129.41";"4196.36"
"39000";"MINISTERIO DOS TRANSPORTES";"39251";"AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS - ANTAQ";"26";"TRANSPORTE";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"63823345";"61769151.39";"749813.53"
"90000";"RESERVA DE CONTINGENCIA";"90000";"RESERVA DE CONTINGÊNCIA";"99";"RESERVA DE CONTINGENCIA";"999";"RESERVA DE CONTINGENCIA";"9";"RESERVA DE CONTINGENCIA";"2575488395";"0";"0"
"20000";"PRESIDENCIA DA REPUBLICA";"20118";"AGÊNCIA BRASILEIRA DE INTELIGÊNCIA - ABIN";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"305832740";"294165467.41";"130811.07"
"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONÁUTICA";"05";"DEFESA NACIONAL";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"4148057025";"4100275235.48";"476311.27"
"14000";"JUSTICA ELEITORAL";"14115";"TRIBUNAL REGIONAL ELEITORAL DA PARAÍBA";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"66851522";"66806874.27";"0"
"16000";"JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS";"16101";"TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"1161095858";"1141477384.04";"2099628.13"
"14000";"JUSTICA ELEITORAL";"14119";"TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"216082036";"212135649.84";"3782135.11"
"20000";"PRESIDENCIA DA REPUBLICA";"20107";"SECRETARIA DE AVIAÇÃO CIVIL";"26";"TRANSPORTE";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"9538899";"7590735.79";"0"
"03000";"TRIBUNAL DE CONTAS DA UNIAO";"03101";"TRIBUNAL DE CONTAS DA UNIÃO";"01";"LEGISLATIVA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"753237024";"747849109.62";"2365644.86"
"15000";"JUSTICA DO TRABALHO";"15105";"TRIBUNAL REGIONAL DO TRABALHO DA 4A. REGIÃO - RIO GRANDE DO SUL";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"662360746";"655686619.75";"22992.23"
"15000";"JUSTICA DO TRABALHO";"15111";"TRIBUNAL REGIONAL DO TRABALHO DA 10A. REGIÃO - DISTRITO FEDERAL/TOCANTINS";"02";"JUDICIARIA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"276942214";"271541629.67";"0"
"22000";"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO";"22101";"MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO";"20";"AGRICULTURA";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"1655266605";"1630667443.99";"0"
"56000";"MINISTERIO DAS CIDADES";"56101";"MINISTÉRIO DAS CIDADES";"28";"ENCARGOS ESPECIAIS";"845";"OUTRAS TRANSFERENCIAS";"3";"OUTRAS DESPESAS CORRENTES";"375893498";"0";"7341936023.49"
"26000";"MINISTERIO DA EDUCACAO";"26351";"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"26800527";"6350763.47";"18226562.02"
"26000";"MINISTERIO DA EDUCACAO";"26419";"INSTITUTO FEDERAL DO RIO GRANDE DO SUL";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"45010639";"5475068.69";"12655797.03"
"26000";"MINISTERIO DA EDUCACAO";"26410";"INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"8825996";"8528952.49";"0"
"26000";"MINISTERIO DA EDUCACAO";"26240";"UNIVERSIDADE FEDERAL DA PARAÍBA";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"17967000";"17936051.68";"0"
"26000";"MINISTERIO DA EDUCACAO";"26250";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA";"12";"EDUCACAO";"361";"ENSINO FUNDAMENTAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"150467.6"
"26000";"MINISTERIO DA EDUCACAO";"26387";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE SANTA MARIA";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"425115";"128583.41";"0"
"26000";"MINISTERIO DA EDUCACAO";"26239";"UNIVERSIDADE FEDERAL DO PARÁ";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"287892.91"
"26000";"MINISTERIO DA EDUCACAO";"26419";"INSTITUTO FEDERAL DO RIO GRANDE DO SUL";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"4350000";"4350000";"0"
"26000";"MINISTERIO DA EDUCACAO";"26431";"INSTITUTO FEDERAL DO PIAUÍ";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1946133";"1861893.6";"0"
"26000";"MINISTERIO DA EDUCACAO";"26258";"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"61163410";"34540015.06";"12009702.64"
"26000";"MINISTERIO DA EDUCACAO";"26260";"UNIVERSIDADE FEDERAL DE ALFENAS";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"53110265";"1583937.07";"4539834.86"
"26000";"MINISTERIO DA EDUCACAO";"26232";"UNIVERSIDADE FEDERAL DA BAHIA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"75371303";"7646571.79";"33100216.03"
"26000";"MINISTERIO DA EDUCACAO";"26270";"FUNDAÇÃO UNIVERSIDADE DO AMAZONAS";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"287232";"210278.64";"1212524.29"
"26000";"MINISTERIO DA EDUCACAO";"26101";"MINISTÉRIO DA EDUCAÇÃO";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"40537619.16"
"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIÁS";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"83170431";"76189000.38";"5086154.08"
"26000";"MINISTERIO DA EDUCACAO";"26435";"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"54665223";"28871657.24";"14557710.71"
"26000";"MINISTERIO DA EDUCACAO";"26386";"HOSPITAL UNIVERSITÁRIO POLYDORO ERNANI DE SÃO THIAGO";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"104402326";"103380415.96";"0"
"26000";"MINISTERIO DA EDUCACAO";"26105";"INSTITUTO BENJAMIN CONSTANT";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"20249571";"13505269.69";"0"
"26000";"MINISTERIO DA EDUCACAO";"26238";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"1";"PESSOAL E ENCARGOS SOCIAIS";"507329739";"507252196.24";"6757.61"
"26000";"MINISTERIO DA EDUCACAO";"26253";"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"192000";"190978.8";"0"
"26000";"MINISTERIO DA EDUCACAO";"26438";"INSTITUTO FEDERAL DE SANTA CATARINA";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"696000";"547123.2";"0"
"26000";"MINISTERIO DA EDUCACAO";"26363";"MATERNIDADE ASSIS CHATEAUBRIAN";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"8933311";"7686182.88";"0"
"26000";"MINISTERIO DA EDUCACAO";"26416";"INSTITUTO FEDERAL DO PARÁ";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"56486843";"11344145.92";"22177406.35"
"26000";"MINISTERIO DA EDUCACAO";"26245";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"129163164";"34039388.73";"29825473.57"
"26000";"MINISTERIO DA EDUCACAO";"26414";"INSTITUTO FEDERAL DO MATO GROSSO";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"1200000";"1157202.22";"0"
"26000";"MINISTERIO DA EDUCACAO";"26436";"INSTITUTO FEDERAL SUL-RIO-GRANDENSE";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"27165498";"4178365.53";"9681504.27"
"26000";"MINISTERIO DA EDUCACAO";"26351";"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"21215649";"17057552.9";"2103967.68"
"26000";"MINISTERIO DA EDUCACAO";"26268";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"3360000";"3306147.06";"0"
"26000";"MINISTERIO DA EDUCACAO";"26394";"HOSPITAL UNIVERSITÁRIO DA FUNDAÇÃO UNIVERSIDADE DO MARANHÃO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"10933306";"10508817.76";"0"
"26000";"MINISTERIO DA EDUCACAO";"26397";"HOSPITAL JÚLIO MULLER";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"33874184";"32923304.56";"0"
"26000";"MINISTERIO DA EDUCACAO";"26424";"INSTITUTO FEDERAL DO TOCANTINS";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"2880000";"2877637.1";"0"
"26000";"MINISTERIO DA EDUCACAO";"26254";"UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"900000";"608067.73";"0"
"26000";"MINISTERIO DA EDUCACAO";"26433";"INSTITUTO FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"36224291";"2691020.04";"11395081.74"
"26000";"MINISTERIO DA EDUCACAO";"26268";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"46393164";"258952.44";"10304344.83"
"26000";"MINISTERIO DA EDUCACAO";"26291";"FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR - CAPES";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"3";"OUTRAS DESPESAS CORRENTES";"84058012";"46400126.1";"6986792.67"
"26000";"MINISTERIO DA EDUCACAO";"26255";"UNIVERSIDADE FEDERAL DO VALE DO JEQUITINHONHA E MUCURI";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"74310994";"14226849.97";"26681413.3"
"26000";"MINISTERIO DA EDUCACAO";"26245";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"1369711";"109440.85";"0"
"26000";"MINISTERIO DA EDUCACAO";"26266";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"48191450";"6394071.47";"33044908.72"
"26000";"MINISTERIO DA EDUCACAO";"26432";"INSTITUTO FEDERAL DO PARANÁ";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"76130340";"5268658";"22391267.28"
"26000";"MINISTERIO DA EDUCACAO";"26412";"INSTITUTO FEDERAL DO SUL DE MINAS GERAIS";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"105000";"34410.42";"0"
"26000";"MINISTERIO DA EDUCACAO";"26358";"HOSPITAL UNIVERSITÁRIO PROF. ALBERTO ANTUNES";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"57381596";"55914229.35";"24814.65"
"26000";"MINISTERIO DA EDUCACAO";"26420";"INSTITUTO FEDERAL FARROUPILHA";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"948027";"896415.12";"0"
"26000";"MINISTERIO DA EDUCACAO";"26424";"INSTITUTO FEDERAL DO TOCANTINS";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"0";"0";"19840"
"26000";"MINISTERIO DA EDUCACAO";"26246";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"4";"INVESTIMENTOS";"78104521";"7295956.55";"38030844.22"
"26000";"MINISTERIO DA EDUCACAO";"26247";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"78689770";"55086610.73";"16401455"
"26000";"MINISTERIO DA EDUCACAO";"26362";"HOSPITAL UNIVERSITÁRIO VALTER CANTÍDIO";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"204000";"200543.3";"0"
"26000";"MINISTERIO DA EDUCACAO";"26397";"HOSPITAL JÚLIO MULLER";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"812540";"786084.94";"19987.5"
"26000";"MINISTERIO DA EDUCACAO";"26387";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE SANTA MARIA";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"100798934";"99653197.28";"0"
"26000";"MINISTERIO DA EDUCACAO";"26425";"INSTITUTO FEDERAL DO ACRE";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"1017023";"995469.13";"0"
"26000";"MINISTERIO DA EDUCACAO";"26286";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"180000";"125163.59";"0"
"26000";"MINISTERIO DA EDUCACAO";"26264";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"15099967";"13990545.37";"0"
"26000";"MINISTERIO DA EDUCACAO";"26411";"INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"4";"INVESTIMENTOS";"0";"0";"92656.87"
"26000";"MINISTERIO DA EDUCACAO";"26246";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"1";"PESSOAL E ENCARGOS SOCIAIS";"390315730";"390109133.8";"0"
"26000";"MINISTERIO DA EDUCACAO";"26422";"INSTITUTO FEDERAL CATARINENSE";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"67401857";"66606922.45";"0"
"26000";"MINISTERIO DA EDUCACAO";"26368";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE MINAS GERAIS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"21333280";"19649460.26";"0"
"26000";"MINISTERIO DA EDUCACAO";"26416";"INSTITUTO FEDERAL DO PARÁ";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"606240";"520749.15";"0"
"26000";"MINISTERIO DA EDUCACAO";"26233";"UNIVERSIDADE FEDERAL DO CEARÁ";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"14529215";"14238876.94";"0"
"26000";"MINISTERIO DA EDUCACAO";"26257";"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"21599946";"19651696";"0"
"26000";"MINISTERIO DA EDUCACAO";"26433";"INSTITUTO FEDERAL DO RIO DE JANEIRO";"12";"EDUCACAO";"362";"ENSINO MEDIO";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"300"
"26000";"MINISTERIO DA EDUCACAO";"26436";"INSTITUTO FEDERAL SUL-RIO-GRANDENSE";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"176000";"169568.1";"0"
"26000";"MINISTERIO DA EDUCACAO";"26275";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE";"12";"EDUCACAO";"361";"ENSINO FUNDAMENTAL";"4";"INVESTIMENTOS";"0";"0";"53751.6"
"26000";"MINISTERIO DA EDUCACAO";"26431";"INSTITUTO FEDERAL DO PIAUÍ";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"36000";"16194.49";"0"
"26000";"MINISTERIO DA EDUCACAO";"26359";"COMPLEXO HOSPITALAR E DE SAÚDE DA UNIVERSIDADE FEDERAL DA BAHIA";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1549424";"1400888.19";"0"
"26000";"MINISTERIO DA EDUCACAO";"26427";"INSTITUTO FEDERAL DA BAHIA";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"50048218";"38175626.91";"9846703.27"
"26000";"MINISTERIO DA EDUCACAO";"26270";"FUNDAÇÃO UNIVERSIDADE DO AMAZONAS";"12";"EDUCACAO";"306";"ALIMENTACAO E NUTRICAO";"3";"OUTRAS DESPESAS CORRENTES";"9159503";"9121920.4";"0"
"26000";"MINISTERIO DA EDUCACAO";"26367";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"204000";"89117.6";"0"
"26000";"MINISTERIO DA EDUCACAO";"26276";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"200000";"192525.69";"16934.43"
"26000";"MINISTERIO DA EDUCACAO";"26424";"INSTITUTO FEDERAL DO TOCANTINS";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"174361";"168235.85";"0"
"26000";"MINISTERIO DA EDUCACAO";"26283";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"1859426";"862082.9";"0"
"26000";"MINISTERIO DA EDUCACAO";"26429";"INSTITUTO FEDERAL DE GOIÁS";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"1656356";"349371.93";"13521.98"
"26000";"MINISTERIO DA EDUCACAO";"26283";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"423365";"183494.75";"375835.24"
"26000";"MINISTERIO DA EDUCACAO";"26216";"CENTRO FED. DE EDUC. TECNOLOGICA DO PIAUI";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"0"
"26000";"MINISTERIO DA EDUCACAO";"26389";"HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO";"12";"EDUCACAO";"302";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";"4";"INVESTIMENTOS";"5730274";"5840";"325.66"
"26000";"MINISTERIO DA EDUCACAO";"26285";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI";"12";"EDUCACAO";"571";"DESENVOLVIMENTO CIENTIFICO";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"29937.15"
"26000";"MINISTERIO DA EDUCACAO";"26275";"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"219271";"71543.54";"5560"
"26000";"MINISTERIO DA EDUCACAO";"26258";"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"21120";"373.4";"0"
"26000";"MINISTERIO DA EDUCACAO";"26267";"UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO AMERICANA";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"860716";"128976.69";"1354.88"
"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIÁS";"12";"EDUCACAO";"122";"ADMINISTRACAO GERAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"62145018";"59522417.15";"0"
"26000";"MINISTERIO DA EDUCACAO";"26442";"UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"1";"PESSOAL E ENCARGOS SOCIAIS";"11404756";"9490684.87";"0"
"26000";"MINISTERIO DA EDUCACAO";"26257";"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"4";"INVESTIMENTOS";"29779495";"6443140.43";"4590290.19"
"26000";"MINISTERIO DA EDUCACAO";"26242";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"12";"EDUCACAO";"368";"EDUCACAO BASICA";"4";"INVESTIMENTOS";"1066724";"2500";"0"
"26000";"MINISTERIO DA EDUCACAO";"26240";"UNIVERSIDADE FEDERAL DA PARAÍBA";"12";"EDUCACAO";"365";"EDUCACAO INFANTIL";"3";"OUTRAS DESPESAS CORRENTES";"396000";"390543.7";"0"
"26000";"MINISTERIO DA EDUCACAO";"26445";"HOSPITAL UNIVERSITÁRIO DA UNIFESP";"12";"EDUCACAO";"301";"ATENCAO BASICA";"3";"OUTRAS DESPESAS CORRENTES";"2541470";"1817649.77";"0"
"26000";"MINISTERIO DA EDUCACAO";"26369";"HOSPITAL UNIVERSITÁRIO JOÃO DE BARROS BARRETO";"12";"EDUCACAO";"331";"PROTECAO E BENEFICIOS AO TRABALHADOR";"3";"OUTRAS DESPESAS CORRENTES";"305564";"301378.65";"0"
"26000";"MINISTERIO DA EDUCACAO";"26277";"FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO";"12";"EDUCACAO";"128";"FORMACAO DE RECURSOS HUMANOS";"3";"OUTRAS DESPESAS CORRENTES";"450000";"443041.1";"200188.91"
"26000";"MINISTERIO DA EDUCACAO";"26260";"UNIVERSIDADE FEDERAL DE ALFENAS";"12";"EDUCACAO";"364";"ENSINO SUPERIOR";"3";"OUTRAS DESPESAS CORRENTES";"26201034";"17039302.48";"2027905.19"
"26000";"MINISTERIO DA EDUCACAO";"26431";"INSTITUTO FEDERAL DO PIAUÍ";"12";"EDUCACAO";"363";"ENSINO PROFISSIONAL";"1";"PESSOAL E ENCARGOS SOCIAIS";"71653310";"68935759.54";"23246.34"
"26000";"MINISTERIO DA EDUCACAO";"26274";"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";"12";"EDUCACAO";"361";"ENSINO FUNDAMENTAL";"3";"OUTRAS DESPESAS CORRENTES";"0";"0";"90544.55"
